region,year,week,total_a,total_b,total_specimens,total_cases
Pennsylvania,2021,7,1,0,495,1
South Carolina,2021,7,0,0,333,0
South Dakota,2021,7,0,0,19,0
Tennessee,2021,7,0,0,20,0
Texas,2021,7,8,6,1251,14
Vermont,2021,7,0,0,160,0
Virginia,2021,7,0,0,241,0
Washington,2021,7,0,0,409,0
West Virginia,2021,7,0,0,890,0
Wisconsin,2021,7,1,0,2910,1
Alabama,2021,8,0,0,268,0
Arizona,2021,8,0,0,190,0
Arkansas,2021,8,0,0,153,0
California,2021,8,0,3,5762,3
Colorado,2021,8,1,0,1101,1
Connecticut,2021,8,0,0,268,0
Florida,2021,8,1,0,314,1
Georgia,2021,8,1,1,871,2
Idaho,2021,8,0,0,79,0
Illinois,2021,8,0,0,53,0
Indiana,2021,8,0,0,335,0
Iowa,2021,8,0,0,413,0
Kansas,2021,8,0,0,70,0
Kentucky,2021,8,0,0,713,0
Louisiana,2021,8,0,0,86,0
Maine,2021,8,0,0,155,0
Maryland,2021,8,0,0,654,0
Massachusetts,2021,8,0,0,800,0
Michigan,2021,8,1,0,940,1
Minnesota,2021,8,0,2,538,2
Mississippi,2021,8,0,0,54,0
Missouri,2021,8,0,1,1846,1
Montana,2021,8,0,0,496,0
Nebraska,2021,8,0,0,58,0
New Mexico,2021,8,1,2,1994,3
New York,2021,8,0,1,3566,1
North Carolina,2021,8,0,1,103,1
Ohio,2021,8,0,1,1230,1
Oklahoma,2021,8,0,0,667,0
Oregon,2021,8,1,1,2045,2
Pennsylvania,2021,8,0,0,523,0
South Carolina,2021,8,4,3,299,7
South Dakota,2021,8,0,0,38,0
Tennessee,2021,8,0,0,27,0
Texas,2021,8,1,6,1697,7
Vermont,2021,8,0,0,176,0
Virginia,2021,8,0,0,260,0
Washington,2021,8,0,0,383,0
West Virginia,2021,8,0,0,914,0
Wisconsin,2021,8,2,2,3174,4
Alabama,2021,9,2,0,240,2
Arizona,2021,9,0,0,208,0
Arkansas,2021,9,0,0,128,0
California,2021,9,0,4,6157,4
Colorado,2021,9,0,0,881,0
Connecticut,2021,9,0,0,263,0
Florida,2021,9,1,0,336,1
Georgia,2021,9,1,3,950,4
Idaho,2021,9,0,0,70,0
Illinois,2021,9,1,2,70,3
Indiana,2021,9,0,0,304,0
Iowa,2021,9,0,0,430,0
Kansas,2021,9,0,0,104,0
Kentucky,2021,9,0,0,651,0
Louisiana,2021,9,0,0,103,0
Maine,2021,9,0,1,115,1
Maryland,2021,9,0,1,689,1
Massachusetts,2021,9,0,0,798,0
Michigan,2021,9,0,0,1017,0
Minnesota,2021,9,0,0,608,0
Mississippi,2021,9,0,0,23,0
Missouri,2021,9,1,0,1794,1
Montana,2021,9,0,0,469,0
Nebraska,2021,9,0,0,113,0
New Mexico,2021,9,1,1,1957,2
New York,2021,9,0,0,3378,0
North Carolina,2021,9,0,0,119,0
Ohio,2021,9,2,0,1244,2
Oklahoma,2021,9,0,0,644,0
Oregon,2021,9,1,0,2026,1
Pennsylvania,2021,9,0,0,650,0
South Carolina,2021,9,3,2,347,5
South Dakota,2021,9,0,0,45,0
Tennessee,2021,9,0,0,12,0
Texas,2021,9,1,1,1661,2
Vermont,2021,9,0,0,161,0
Virginia,2021,9,0,0,242,0
Washington,2021,9,0,0,363,0
West Virginia,2021,9,0,0,778,0
Wisconsin,2021,9,0,2,2952,2
Alabama,2021,10,3,0,225,3
Arizona,2021,10,0,0,145,0
Arkansas,2021,10,0,0,135,0
California,2021,10,0,1,5833,1
Colorado,2021,10,0,0,1131,0
Connecticut,2021,10,0,0,320,0
Florida,2021,10,3,1,421,4
Georgia,2021,10,1,2,850,3
Idaho,2021,10,0,0,60,0
Illinois,2021,10,0,1,85,1
Indiana,2021,10,0,0,306,0
Iowa,2021,10,0,0,384,0
Kansas,2021,10,0,0,66,0
Kentucky,2021,10,0,0,674,0
Louisiana,2021,10,0,0,106,0
Maine,2021,10,0,0,152,0
Maryland,2021,10,0,0,632,0
Massachusetts,2021,10,0,3,919,3
Michigan,2021,10,0,0,1089,0
Minnesota,2021,10,1,1,556,2
Mississippi,2021,10,0,0,18,0
Missouri,2021,10,0,0,1835,0
Montana,2021,10,0,0,431,0
Nebraska,2021,10,0,0,113,0
New Mexico,2021,10,3,2,2088,5
New York,2021,10,0,0,3282,0
North Carolina,2021,10,0,0,106,0
Ohio,2021,10,0,0,1269,0
Oklahoma,2021,10,0,0,643,0
Oregon,2021,10,1,0,2332,1
Pennsylvania,2021,10,0,0,641,0
South Carolina,2021,10,0,0,393,0
South Dakota,2021,10,0,0,31,0
Tennessee,2021,10,0,0,13,0
Texas,2021,10,1,7,1678,8
Vermont,2021,10,0,0,222,0
Virginia,2021,10,0,0,223,0
Washington,2021,10,0,0,370,0
West Virginia,2021,10,0,0,706,0
Wisconsin,2021,10,0,1,2706,1
Alabama,2021,11,0,0,225,0
Arizona,2021,11,0,0,174,0
Arkansas,2021,11,1,0,179,1
California,2021,11,2,1,5741,3
Colorado,2021,11,0,0,1135,0
Connecticut,2021,11,0,0,291,0
Delaware,2021,11,0,0,583,0
Florida,2021,11,4,1,395,5
Georgia,2021,11,2,1,874,3
Idaho,2021,11,0,1,72,1
Illinois,2021,11,0,0,91,0
Indiana,2021,11,0,0,205,0
Iowa,2021,11,0,0,387,0
Kansas,2021,11,1,1,69,2
Kentucky,2021,11,0,0,653,0
Louisiana,2021,11,0,0,93,0
Maine,2021,11,0,0,113,0
Maryland,2021,11,0,1,607,1
Massachusetts,2021,11,2,2,844,4
Michigan,2021,11,0,0,1090,0
Minnesota,2021,11,0,0,652,0
Mississippi,2021,11,2,0,27,2
Missouri,2021,11,0,1,1767,1
Montana,2021,11,0,0,545,0
Nebraska,2021,11,0,0,114,0
New Mexico,2021,11,1,0,2061,1
New York,2021,11,0,1,3346,1
North Carolina,2021,11,0,0,127,0
Ohio,2021,11,0,1,1183,1
Oklahoma,2021,11,0,0,714,0
Oregon,2021,11,1,1,2514,2
Pennsylvania,2021,11,0,0,563,0
South Carolina,2021,11,0,0,336,0
South Dakota,2021,11,0,0,29,0
Tennessee,2021,11,0,0,28,0
Texas,2021,11,6,5,1658,11
Vermont,2021,11,0,0,159,0
Virginia,2021,11,0,0,234,0
Washington,2021,11,0,0,334,0
West Virginia,2021,11,0,0,590,0
Wisconsin,2021,11,2,2,2934,4
Alabama,2021,12,1,3,214,4
Arizona,2021,12,0,0,218,0
Arkansas,2021,12,0,0,143,0
California,2021,12,0,0,5726,0
Colorado,2021,12,0,0,1259,0
Connecticut,2021,12,0,0,325,0
Delaware,2021,12,0,0,565,0
Florida,2021,12,2,1,599,3
Georgia,2021,12,0,1,914,1
Idaho,2021,12,0,0,79,0
Illinois,2021,12,1,0,80,1
Indiana,2021,12,0,0,311,0
Iowa,2021,12,0,0,442,0
Kentucky,2021,12,0,0,631,0
Louisiana,2021,12,0,0,86,0
Maine,2021,12,0,0,144,0
Maryland,2021,12,0,1,634,1
Massachusetts,2021,12,0,0,968,0
Michigan,2021,12,1,1,1243,2
Minnesota,2021,12,1,0,623,1
Mississippi,2021,12,0,1,40,1
Missouri,2021,12,0,1,1757,1
Montana,2021,12,0,0,723,0
Nebraska,2021,12,0,0,153,0
New Mexico,2021,12,0,0,2068,0
New York,2021,12,0,0,3269,0
North Carolina,2021,12,0,0,103,0
Ohio,2021,12,0,0,1233,0
Oklahoma,2021,12,0,0,762,0
Oregon,2021,12,1,0,2474,1
Pennsylvania,2021,12,0,0,347,0
South Carolina,2021,12,0,0,399,0
South Dakota,2021,12,0,0,53,0
Tennessee,2021,12,0,0,24,0
Texas,2021,12,3,3,1884,6
Vermont,2021,12,0,0,141,0
Virginia,2021,12,0,0,210,0
Washington,2021,12,0,0,416,0
West Virginia,2021,12,1,1,633,2
Wisconsin,2021,12,1,3,2838,4
Alabama,2021,13,2,0,217,2
Arizona,2021,13,0,0,205,0
Arkansas,2021,13,0,0,176,0
California,2021,13,0,0,3725,0
Colorado,2021,13,0,0,1131,0
Connecticut,2021,13,0,0,337,0
Delaware,2021,13,0,0,654,0
Florida,2021,13,2,0,457,2
Georgia,2021,13,1,3,803,4
Idaho,2021,13,0,0,91,0
Illinois,2021,13,0,0,60,0
Indiana,2021,13,0,0,265,0
Iowa,2021,13,0,0,408,0
Kansas,2021,13,0,0,65,0
Kentucky,2021,13,0,0,608,0
Louisiana,2021,13,0,0,93,0
Maine,2021,13,0,0,132,0
Maryland,2021,13,0,0,1065,0
Massachusetts,2021,13,0,0,906,0
Michigan,2021,13,0,1,1283,1
Minnesota,2021,13,0,0,358,0
Mississippi,2021,13,0,0,32,0
Missouri,2021,13,0,0,431,0
Montana,2021,13,0,0,695,0
Nebraska,2021,13,0,0,153,0
New Mexico,2021,13,0,1,1882,1
New York,2021,13,0,0,3432,0
North Carolina,2021,13,0,0,88,0
Ohio,2021,13,0,0,1232,0
Oklahoma,2021,13,0,0,656,0
Oregon,2021,13,1,0,2359,1
Pennsylvania,2021,13,1,0,674,1
South Carolina,2021,13,2,0,300,2
South Dakota,2021,13,0,0,46,0
Tennessee,2021,13,0,0,11,0
Texas,2021,13,1,2,1877,3
Vermont,2021,13,0,1,167,1
Virginia,2021,13,0,0,229,0
Washington,2021,13,0,0,443,0
West Virginia,2021,13,1,0,629,1
Wisconsin,2021,13,1,0,2477,1
Alabama,2021,14,2,1,213,3
Arizona,2021,14,0,0,230,0
Arkansas,2021,14,0,0,136,0
California,2021,14,2,1,1566,3
Colorado,2021,14,0,0,1188,0
Connecticut,2021,14,0,0,285,0
Florida,2021,14,1,0,640,1
Georgia,2021,14,4,4,947,8
Idaho,2021,14,0,0,52,0
Illinois,2021,14,0,0,46,0
Indiana,2021,14,0,0,336,0
Iowa,2021,14,0,0,444,0
Kansas,2021,14,0,0,73,0
Kentucky,2021,14,0,0,603,0
Louisiana,2021,14,0,0,85,0
Maine,2021,14,0,0,126,0
Maryland,2021,14,0,0,849,0
Massachusetts,2021,14,0,0,995,0
Michigan,2021,14,0,0,1436,0
Minnesota,2021,14,0,0,659,0
Mississippi,2021,14,0,0,34,0
Missouri,2021,14,0,1,1444,1
Montana,2021,14,0,0,718,0
Nebraska,2021,14,0,0,154,0
New Mexico,2021,14,0,1,2061,1
New York,2021,14,0,0,3698,0
North Carolina,2021,14,0,1,105,1
Ohio,2021,14,0,0,1278,0
Oklahoma,2021,14,0,0,668,0
Oregon,2021,14,1,0,2656,1
Pennsylvania,2021,14,0,0,575,0
South Carolina,2021,14,0,0,325,0
South Dakota,2021,14,0,0,32,0
Tennessee,2021,14,0,0,21,0
Texas,2021,14,0,4,1998,4
Vermont,2021,14,0,0,184,0
Virginia,2021,14,0,0,223,0
Washington,2021,14,0,0,464,0
West Virginia,2021,14,0,1,747,1
Wisconsin,2021,14,0,0,2286,0
Alabama,2021,15,1,0,252,1
Arizona,2021,15,0,0,216,0
Arkansas,2021,15,0,0,163,0
California,2021,15,0,1,1488,1
Colorado,2021,15,0,0,1242,0
Connecticut,2021,15,0,0,261,0
Florida,2021,15,2,0,739,2
Georgia,2021,15,1,3,943,4
Idaho,2021,15,0,0,79,0
Illinois,2021,15,0,0,59,0
Indiana,2021,15,0,0,360,0
Iowa,2021,15,0,2,446,2
Kansas,2021,15,0,0,86,0
Kentucky,2021,15,0,0,676,0
Louisiana,2021,15,0,0,110,0
Maine,2021,15,0,0,114,0
Maryland,2021,15,0,0,875,0
Massachusetts,2021,15,0,0,751,0
Michigan,2021,15,2,0,483,2
Minnesota,2021,15,0,0,732,0
Mississippi,2021,15,0,0,37,0
Missouri,2021,15,0,0,448,0
Montana,2021,15,0,0,797,0
Nebraska,2021,15,0,0,159,0
New Mexico,2021,15,0,0,1922,0
New York,2021,15,0,1,3887,1
Ohio,2021,15,0,0,1367,0
Oklahoma,2021,15,0,0,660,0
Oregon,2021,15,0,0,2799,0
Pennsylvania,2021,15,0,1,665,1
South Carolina,2021,15,0,0,327,0
South Dakota,2021,15,0,0,39,0
Tennessee,2021,15,0,1,28,1
Texas,2021,15,1,1,1826,2
Vermont,2021,15,0,1,188,1
Virginia,2021,15,0,0,234,0
Washington,2021,15,0,0,480,0
West Virginia,2021,15,0,0,794,0
Wisconsin,2021,15,1,2,2472,3
Alabama,2021,16,1,0,233,1
Arizona,2021,16,0,0,206,0
Arkansas,2021,16,0,0,174,0
California,2021,16,0,2,1810,2
Colorado,2021,16,0,0,1302,0
Connecticut,2021,16,0,0,254,0
Florida,2021,16,0,1,632,1
Georgia,2021,16,2,3,894,5
Idaho,2021,16,0,0,92,0
Illinois,2021,16,0,0,74,0
Indiana,2021,16,0,0,280,0
Iowa,2021,16,0,0,472,0
Kansas,2021,16,0,0,393,0
Kentucky,2021,16,0,0,690,0
Louisiana,2021,16,0,0,119,0
Maine,2021,16,0,0,117,0
Maryland,2021,16,0,1,736,1
Massachusetts,2021,16,0,0,659,0
Michigan,2021,16,0,0,477,0
Minnesota,2021,16,0,0,773,0
Mississippi,2021,16,0,0,35,0
Missouri,2021,16,1,0,1534,1
Montana,2021,16,0,0,702,0
Nebraska,2021,16,0,0,101,0
New Mexico,2021,16,0,0,2379,0
New York,2021,16,0,0,3777,0
Ohio,2021,16,0,0,957,0
Oklahoma,2021,16,0,0,612,0
Oregon,2021,16,1,0,2393,1
Pennsylvania,2021,16,0,0,526,0
South Carolina,2021,16,2,0,399,2
South Dakota,2021,16,0,0,32,0
Tennessee,2021,16,0,0,19,0
Texas,2021,16,0,5,1913,5
Vermont,2021,16,0,0,191,0
Virginia,2021,16,0,0,219,0
Washington,2021,16,0,0,437,0
West Virginia,2021,16,0,0,789,0
Wisconsin,2021,16,4,4,2169,8
Alabama,2021,17,1,0,206,1
Arizona,2021,17,0,0,221,0
Arkansas,2021,17,0,0,189,0
California,2021,17,1,0,2007,1
Colorado,2021,17,0,0,1379,0
Connecticut,2021,17,0,0,242,0
Florida,2021,17,1,0,470,1
Georgia,2021,17,3,4,963,7
Idaho,2021,17,0,0,89,0
Illinois,2021,17,0,0,75,0
Indiana,2021,17,0,0,317,0
Iowa,2021,17,0,0,461,0
Kansas,2021,17,0,0,411,0
Kentucky,2021,17,0,0,672,0
Louisiana,2021,17,0,0,111,0
Maine,2021,17,0,0,136,0
Maryland,2021,17,0,0,680,0
Massachusetts,2021,17,0,0,719,0
Michigan,2021,17,0,0,408,0
Minnesota,2021,17,0,0,808,0
Mississippi,2021,17,0,0,24,0
Missouri,2021,17,0,0,1580,0
Montana,2021,17,0,0,666,0
Nebraska,2021,17,0,0,89,0
New Mexico,2021,17,0,0,2398,0
New York,2021,17,0,0,3927,0
Ohio,2021,17,0,0,1202,0
Oklahoma,2021,17,0,0,629,0
Oregon,2021,17,0,1,2650,1
Pennsylvania,2021,17,0,0,339,0
South Carolina,2021,17,0,0,362,0
South Dakota,2021,17,0,0,48,0
Tennessee,2021,17,0,0,29,0
Texas,2021,17,4,2,1951,6
Vermont,2021,17,0,1,171,1
Virginia,2021,17,0,0,232,0
Washington,2021,17,0,0,427,0
West Virginia,2021,17,0,0,865,0
Wisconsin,2021,17,5,2,2101,7
Alabama,2021,18,0,0,222,0
Arizona,2021,18,0,0,241,0
Arkansas,2021,18,0,0,178,0
California,2021,18,0,1,1936,1
Colorado,2021,18,0,0,1233,0
Connecticut,2021,18,0,0,217,0
Florida,2021,18,4,3,342,7
Georgia,2021,18,1,5,929,6
Idaho,2021,18,0,0,86,0
Illinois,2021,18,0,0,62,0
Indiana,2021,18,0,0,302,0
Iowa,2021,18,0,0,431,0
Kansas,2021,18,0,0,109,0
Kentucky,2021,18,0,0,728,0
Louisiana,2021,18,0,0,148,0
Maine,2021,18,0,0,115,0
Maryland,2021,18,0,0,666,0
Massachusetts,2021,18,2,0,702,2
Michigan,2021,18,0,0,384,0
Minnesota,2021,18,0,0,732,0
Mississippi,2021,18,0,0,30,0
Missouri,2021,18,0,0,2042,0
Montana,2021,18,0,0,563,0
Nebraska,2021,18,0,0,61,0
New Mexico,2021,18,0,0,2199,0
New York,2021,18,0,0,3908,0
North Carolina,2021,18,0,0,84,0
Ohio,2021,18,0,0,938,0
Oklahoma,2021,18,0,0,682,0
Oregon,2021,18,0,0,2585,0
Pennsylvania,2021,18,0,1,368,1
South Carolina,2021,18,0,0,410,0
South Dakota,2021,18,0,0,42,0
Tennessee,2021,18,0,0,16,0
Texas,2021,18,3,1,1979,4
Vermont,2021,18,0,3,130,3
Virginia,2021,18,0,0,220,0
Washington,2021,18,0,0,507,0
West Virginia,2021,18,0,0,692,0
Wisconsin,2021,18,0,1,2049,1
Alabama,2021,19,2,0,213,2
Arizona,2021,19,0,0,263,0
Arkansas,2021,19,0,0,180,0
California,2021,19,0,0,1505,0
Colorado,2021,19,0,0,1313,0
Connecticut,2021,19,0,0,259,0
Florida,2021,19,3,2,403,5
Georgia,2021,19,4,5,989,9
Idaho,2021,19,0,1,64,1
Illinois,2021,19,1,0,62,1
Indiana,2021,19,0,0,269,0
Iowa,2021,19,0,0,330,0
Kansas,2021,19,0,0,75,0
Kentucky,2021,19,0,0,705,0
Louisiana,2021,19,0,0,149,0
Maine,2021,19,0,0,110,0
Maryland,2021,19,0,1,698,1
Massachusetts,2021,19,1,0,612,1
Michigan,2021,19,0,0,335,0
Minnesota,2021,19,0,0,746,0
Mississippi,2021,19,0,0,34,0
Missouri,2021,19,0,0,2556,0
Montana,2021,19,0,0,510,0
Nebraska,2021,19,0,0,74,0
New Mexico,2021,19,0,0,2134,0
New York,2021,19,0,0,3276,0
North Carolina,2021,19,0,0,91,0
Ohio,2021,19,0,0,921,0
Oklahoma,2021,19,0,0,619,0
Oregon,2021,19,0,0,2560,0
Pennsylvania,2021,19,0,0,348,0
South Carolina,2021,19,1,1,372,2
South Dakota,2021,19,0,0,47,0
Tennessee,2021,19,0,0,25,0
Texas,2021,19,2,1,1818,3
Vermont,2021,19,1,0,91,1
Virginia,2021,19,0,0,178,0
Washington,2021,19,0,0,515,0
West Virginia,2021,19,0,0,688,0
Wisconsin,2021,19,1,1,1995,2
Alabama,2021,20,1,0,246,1
Arizona,2021,20,0,0,253,0
Arkansas,2021,20,0,0,205,0
California,2021,20,1,2,1444,3
Colorado,2021,20,0,0,1203,0
Connecticut,2021,20,0,0,285,0
Florida,2021,20,6,1,464,7
Georgia,2021,20,3,4,756,7
Idaho,2021,20,1,0,86,1
Illinois,2021,20,0,0,60,0
Indiana,2021,20,0,0,305,0
Iowa,2021,20,0,0,315,0
Kansas,2021,20,0,0,80,0
Kentucky,2021,20,0,0,649,0
Louisiana,2021,20,0,0,174,0
Maine,2021,20,0,0,118,0
Maryland,2021,20,0,0,669,0
Massachusetts,2021,20,0,0,475,0
Michigan,2021,20,0,0,305,0
Minnesota,2021,20,0,0,793,0
Mississippi,2021,20,0,1,21,1
Missouri,2021,20,0,0,2713,0
Montana,2021,20,0,0,396,0
Nebraska,2021,20,0,0,81,0
New Mexico,2021,20,1,1,1932,2
New York,2021,20,0,0,3576,0
North Carolina,2021,20,1,0,102,1
Ohio,2021,20,0,0,787,0
Oklahoma,2021,20,0,0,649,0
Oregon,2021,20,0,0,2336,0
Pennsylvania,2021,20,0,0,376,0
South Carolina,2021,20,1,0,335,1
South Dakota,2021,20,0,0,36,0
Tennessee,2021,20,0,1,25,1
Texas,2021,20,1,3,2055,4
Vermont,2021,20,0,0,34,0
Virginia,2021,20,0,0,186,0
Washington,2021,20,0,0,535,0
West Virginia,2021,20,0,0,722,0
Wisconsin,2021,20,3,7,1809,10
Alabama,2021,21,0,1,242,1
Arizona,2021,21,0,0,239,0
Arkansas,2021,21,0,0,223,0
California,2021,21,0,0,1439,0
Colorado,2021,21,0,1,1127,1
Connecticut,2021,21,0,0,257,0
Florida,2021,21,1,1,420,2
Georgia,2021,21,4,3,552,7
Idaho,2021,21,0,0,82,0
Illinois,2021,21,0,0,70,0
Indiana,2021,21,0,0,302,0
Iowa,2021,21,0,0,305,0
Kansas,2021,21,0,0,92,0
Kentucky,2021,21,0,0,605,0
Louisiana,2021,21,0,0,161,0
Maine,2021,21,0,0,120,0
Maryland,2021,21,1,0,673,1
Massachusetts,2021,21,0,0,371,0
Michigan,2021,21,0,0,298,0
Minnesota,2021,21,0,0,664,0
Mississippi,2021,21,0,0,28,0
Missouri,2021,21,0,0,2439,0
Montana,2021,21,0,0,432,0
Nebraska,2021,21,0,0,79,0
New York,2021,21,0,0,3384,0
Ohio,2021,21,0,0,911,0
Oklahoma,2021,21,0,0,654,0
Oregon,2021,21,1,1,2416,2
Pennsylvania,2021,21,0,0,374,0
South Carolina,2021,21,0,0,170,0
South Dakota,2021,21,0,0,39,0
Tennessee,2021,21,0,0,31,0
Texas,2021,21,6,3,1987,9
Vermont,2021,21,0,0,54,0
Virginia,2021,21,0,0,245,0
Washington,2021,21,0,0,462,0
West Virginia,2021,21,0,0,607,0
Wisconsin,2021,21,0,13,1455,13
Alabama,2021,22,1,0,256,1
Arizona,2021,22,0,0,233,0
Arkansas,2021,22,0,0,224,0
California,2021,22,0,0,1431,0
Colorado,2021,22,0,0,1093,0
Connecticut,2021,22,0,0,253,0
Florida,2021,22,1,0,404,1
Georgia,2021,22,2,2,531,4
Illinois,2021,22,1,0,131,1
Indiana,2021,22,0,0,207,0
Iowa,2021,22,0,0,244,0
Kansas,2021,22,0,0,82,0
Kentucky,2021,22,0,0,608,0
Louisiana,2021,22,0,0,156,0
Maine,2021,22,0,0,111,0
Maryland,2021,22,0,0,678,0
Massachusetts,2021,22,0,0,404,0
Michigan,2021,22,0,0,262,0
Minnesota,2021,22,0,0,695,0
Mississippi,2021,22,0,0,35,0
Missouri,2021,22,0,0,2568,0
Montana,2021,22,0,0,488,0
Nebraska,2021,22,0,0,101,0
New York,2021,22,0,0,2931,0
Ohio,2021,22,0,0,855,0
Oklahoma,2021,22,0,0,618,0
Oregon,2021,22,0,0,2620,0
Pennsylvania,2021,22,0,0,383,0
South Carolina,2021,22,0,0,76,0
South Dakota,2021,22,0,0,44,0
Tennessee,2021,22,0,1,45,1
Texas,2021,22,1,3,2053,4
Vermont,2021,22,0,0,21,0
Virginia,2021,22,0,0,193,0
Washington,2021,22,0,0,313,0
West Virginia,2021,22,0,0,596,0
Wisconsin,2021,22,0,8,1365,8
Alabama,2021,23,0,0,251,0
Arizona,2021,23,0,0,210,0
Arkansas,2021,23,0,0,206,0
California,2021,23,0,0,1286,0
Colorado,2021,23,0,0,720,0
Connecticut,2021,23,0,0,279,0
Florida,2021,23,1,0,377,1
Georgia,2021,23,1,2,498,3
Illinois,2021,23,1,0,86,1
Indiana,2021,23,0,0,228,0
Iowa,2021,23,0,0,282,0
Kansas,2021,23,0,0,84,0
Kentucky,2021,23,0,0,556,0
Louisiana,2021,23,0,0,166,0
Maine,2021,23,0,0,108,0
Maryland,2021,23,0,0,649,0
Massachusetts,2021,23,0,0,355,0
Michigan,2021,23,0,0,305,0
Minnesota,2021,23,0,0,732,0
Mississippi,2021,23,0,0,26,0
Missouri,2021,23,0,1,2809,1
Montana,2021,23,0,0,477,0
Nebraska,2021,23,0,0,96,0
New Mexico,2021,23,0,2,1932,2
New York,2021,23,0,1,2726,1
Ohio,2021,23,0,0,791,0
Oklahoma,2021,23,0,0,703,0
Oregon,2021,23,0,0,2535,0
Pennsylvania,2021,23,0,0,433,0
South Carolina,2021,23,0,1,94,1
South Dakota,2021,23,0,0,63,0
Tennessee,2021,23,0,0,34,0
Texas,2021,23,3,2,2108,5
Vermont,2021,23,0,0,24,0
Virginia,2021,23,0,0,228,0
Washington,2021,23,0,0,298,0
West Virginia,2021,23,0,0,574,0
Wisconsin,2021,23,1,9,1335,10
Alabama,2021,24,1,0,242,1
Arizona,2021,24,0,0,211,0
Arkansas,2021,24,0,0,258,0
California,2021,24,0,0,1374,0
Colorado,2021,24,0,0,417,0
Connecticut,2021,24,0,0,286,0
Florida,2021,24,1,0,393,1
Georgia,2021,24,0,1,473,1
Illinois,2021,24,1,0,66,1
Indiana,2021,24,0,0,218,0
Iowa,2021,24,0,0,295,0
Kansas,2021,24,0,0,79,0
Kentucky,2021,24,0,0,640,0
Louisiana,2021,24,0,0,179,0
Maine,2021,24,0,0,109,0
Maryland,2021,24,0,0,748,0
Massachusetts,2021,24,0,0,400,0
Michigan,2021,24,0,0,323,0
Minnesota,2021,24,1,0,767,1
Mississippi,2021,24,0,0,37,0
Missouri,2021,24,0,0,2089,0
Montana,2021,24,0,0,428,0
Nebraska,2021,24,0,0,79,0
New Mexico,2021,24,0,0,1783,0
New York,2021,24,0,0,2736,0
Ohio,2021,24,0,0,857,0
Oklahoma,2021,24,0,0,637,0
Oregon,2021,24,0,0,2527,0
Pennsylvania,2021,24,3,0,441,3
South Carolina,2021,24,0,0,85,0
South Dakota,2021,24,0,0,51,0
Tennessee,2021,24,0,0,21,0
Texas,2021,24,2,1,2166,3
Vermont,2021,24,0,0,22,0
Virginia,2021,24,0,0,223,0
Washington,2021,24,0,0,329,0
West Virginia,2021,24,0,0,549,0
Wisconsin,2021,24,1,8,1341,9
Alabama,2021,25,1,0,201,1
Arizona,2021,25,0,0,195,0
Arkansas,2021,25,0,0,285,0
California,2021,25,2,0,1388,2
Colorado,2021,25,0,0,468,0
Connecticut,2021,25,0,0,326,0
Florida,2021,25,1,1,342,2
Georgia,2021,25,1,1,472,2
Illinois,2021,25,2,0,112,2
Indiana,2021,25,0,0,207,0
Iowa,2021,25,0,0,247,0
Kansas,2021,25,0,0,81,0
Kentucky,2021,25,0,0,647,0
Louisiana,2021,25,0,0,175,0
Maine,2021,25,0,0,139,0
Maryland,2021,25,0,0,545,0
Massachusetts,2021,25,0,0,384,0
Michigan,2021,25,0,0,322,0
Minnesota,2021,25,0,0,848,0
Mississippi,2021,25,0,0,32,0
Missouri,2021,25,1,1,1938,2
Montana,2021,25,0,0,431,0
Nebraska,2021,25,0,0,81,0
New York,2021,25,1,1,2804,2
Ohio,2021,25,0,0,808,0
Oklahoma,2021,25,0,0,604,0
Oregon,2021,25,1,0,2497,1
Pennsylvania,2021,25,0,0,419,0
South Carolina,2021,25,0,0,75,0
South Dakota,2021,25,0,0,41,0
Tennessee,2021,25,0,0,11,0
Texas,2021,25,2,3,2324,5
Vermont,2021,25,0,0,29,0
Virginia,2021,25,0,0,223,0
Washington,2021,25,0,0,298,0
West Virginia,2021,25,0,0,503,0
Wisconsin,2021,25,0,10,1236,10
Alabama,2021,26,0,0,187,0
Arizona,2021,26,0,0,227,0
Arkansas,2021,26,0,0,272,0
California,2021,26,0,0,1150,0
Colorado,2021,26,0,0,424,0
Connecticut,2021,26,0,0,276,0
Florida,2021,26,1,1,376,2
Georgia,2021,26,1,4,483,5
Illinois,2021,26,0,0,118,0
Indiana,2021,26,0,0,196,0
Iowa,2021,26,0,0,241,0
Kansas,2021,26,0,0,86,0
Kentucky,2021,26,0,0,475,0
Louisiana,2021,26,0,0,190,0
Maine,2021,26,0,0,111,0
Maryland,2021,26,0,0,441,0
Massachusetts,2021,26,0,0,390,0
Michigan,2021,26,0,0,341,0
Minnesota,2021,26,0,0,900,0
Mississippi,2021,26,0,0,21,0
Missouri,2021,26,0,0,1859,0
Montana,2021,26,0,0,477,0
Nebraska,2021,26,0,0,75,0
New Mexico,2021,26,0,1,1706,1
New York,2021,26,0,1,2697,1
Ohio,2021,26,0,0,713,0
Oklahoma,2021,26,0,0,571,0
Oregon,2021,26,0,2,1927,2
Pennsylvania,2021,26,0,0,443,0
South Carolina,2021,26,0,0,99,0
South Dakota,2021,26,0,0,37,0
Tennessee,2021,26,0,0,23,0
Texas,2021,26,1,3,2380,4
Vermont,2021,26,0,0,42,0
Virginia,2021,26,0,0,204,0
Washington,2021,26,0,0,328,0
West Virginia,2021,26,0,0,418,0
Wisconsin,2021,26,0,1,1276,1
